5.853183991192850044e+01 2.056876837200199704e-01 2.714659960562073238e+01 2.256858419251552283e-01 8.689018695680563553e+01
1.297497999682898353e+02 2.055706420912604138e-01 2.057589146104198130e-01 1.633356533620292428e+00 2.055139413882172972e-01
2.077905484049571072e+01 1.403201765628221409e+01 9.681784666715678611e+01 1.511586208113051271e+02 1.132124600247602899e+02
2.055176155947399108e-01 2.580053857231034087e+00 2.052990059008015233e-01 2.378035239084074988e+02 2.056056128659714821e-01
2.051157817896310798e-01 2.057507583852341837e-01 2.117783325556307616e+01 2.052100402228773102e-01 2.060901640391829825e-01
2.890777511026668378e+01 7.911077324345979989e+00 1.244584808010450772e+01 4.252945443708513551e+01 2.058450481976974444e-01
9.868192130880750312e+00 3.702011626073241359e+02 2.241505999580091668e+01 1.788241288358003445e+00 1.827273439776361101e+02
9.098285139882761996e+01 2.349578489841381668e+01 3.610888786996548561e+01 2.056833512417980125e-01 2.067924815512688919e-01
8.883323353645459974e+01 2.145224283790130926e+01 2.157824443293917938e+01 5.476386701008409119e+01 3.037241218262084530e+01
1.130358031293186194e+01 2.580472319644731556e+02 2.378075956104864774e-01 2.056953508216258775e-01 2.056847761628589621e-01
1.230484044483561803e+02 2.057309926579354575e-01 2.859719474008786833e+01 2.087409699028144328e-01 3.293992884899519424e+01
2.057120888730032959e-01 2.797839088182908895e+01 9.962493957703591718e+01 7.690850952887805647e+01 3.528244792338388436e+01
2.058526649129206465e-01 3.060504566810628546e+00 2.059228670888928747e-01 2.132163519447657407e+01 2.060847067109840280e-01
2.055902012861708650e-01 2.058859788614398612e-01 2.054316833138076226e-01 2.054055207090310087e-01 1.617768661582955048e+01
2.057598231064387273e-01 2.061596773022492390e-01 2.059606841746598471e-01 2.060926444482797937e-01 5.176027170968372282e+00
2.062598693254313609e-01 2.177811067201607997e+00 2.059391744952601688e-01 2.052163680366346776e-01 2.047735209410657675e-01
2.055086696190938367e-01 2.040006557548054711e-01 2.050198204856926998e-01 6.180571019007849998e+00 2.048998351325581335e-01
3.556510912015906456e+01 1.481710773944902471e+01 2.059596383804906949e-01 2.058977806275316957e-01 2.059257213838963929e-01
5.217680326178915351e+01 2.062400885190490973e-01 2.055793831388454951e-01 2.057059557098141755e-01 2.056713108431326154e-01
8.828791241826824887e+01 2.055052019541043218e-01 5.628648760237027915e+01 9.533548081995974144e+00 1.066865466954114510e+02
2.060877695208366278e-01 2.052158161457271757e-01 1.717751124614555991e+01 2.054827442077533928e-01 2.057024239801231447e-01
2.217694727764941476e+01 2.060752956063712227e-01 2.057479564085131774e-01 2.056349358137572747e-01 2.055945345219411524e-01
2.059985789794453459e-01 2.063315949276861572e-01 2.059953661606093722e-01 2.060583662278138994e-01 1.517561609370444486e+01
2.057261060147693166e-01 6.983565262391971729e+00 2.056715726537363953e-01 4.590976212098726705e+01 2.969527493795225226e+01
2.061707229184414347e-01 2.051454332364664179e-01 1.617824923146906357e+01 2.051133984374264030e-01 2.053212139386027812e-01
1.036642979385410115e+02 3.376431812567642510e+01 5.567890583554218864e+01 7.555235126531863443e+01 6.834012683492174745e+01
2.061933116099795016e-01 1.617518321026805594e+01 2.063272191177678017e-01 2.060885297263474747e-01 2.062077292778501381e-01
2.057163475974276012e-01 2.056386105416216359e-01 3.045242069175697708e+01 2.057684082348641141e-01 2.593045594186910563e+01
2.060130541626809808e-01 2.063187198195518546e-01 2.063879384999856570e-01 2.066147260971426813e-01 4.174665561420639825e+00
5.380405317874173932e+01 2.056128293330793111e-01 2.957927776810355880e+01 2.054531899687732921e-01 2.056030338528733736e-01
2.058619342658629114e-01 2.059201836798740803e-01 4.817681857036742343e+01 2.055379562149810546e-01 2.058613554718565219e-01
3.917336561906412840e+01 2.093871651434481562e-01 2.057257493110584701e-01 2.056725411779168067e-01 2.058489253034573307e-01
2.017809930367328164e+01 2.054756439888265063e-01 2.057788924722544766e-01 2.049982446645666756e-01 2.056479152010679545e-01
2.055693740416151827e-01 2.057110707530186156e-01 2.017689294132352273e+01 2.058710357570782135e-01 2.059555781247618955e-01
2.057243265659760845e-01 2.057753445743717435e-01 2.057698947183852489e-01 3.857381529492749195e+01 3.080891513921377367e+01
7.065730272581215843e+01 6.598008296385647498e+01 5.133257736081335310e+01 5.282449846487972422e+01 2.055384846382620201e-01
5.532049971061576343e+02 2.889435947514958691e+00 4.566644922372657675e+03 7.677579506637826068e-01 2.749288662300439512e+01
2.059008862010392460e-01 2.057658568130931176e-01 1.617627131075855473e+01 2.058145382193628248e-01 2.062474080079515493e-01
1.717795853457698030e+01 2.055985815875096545e-01 2.054356945106603494e-01 2.053760427306285385e-01 2.056311465942216310e-01
3.178770957189214208e+00 2.055746425278461575e-01 2.053404114168790318e-01 2.058119413726119118e-01 2.045020474934489685e-01
2.539713613848017530e+02 8.041171237824120510e+01 2.056066499399178960e-01 2.056317055842317998e-01 2.056878814329394789e-01
